#{"t_start": 1633894550.7794335, "env_id": null}
r,l,t
-12.99,300,13709.131548
-12.99,300,13710.364308
-12.99,300,13711.613999
-12.99,300,13712.861397
-12.99,300,13714.106905
-12.99,300,13715.355913
-12.99,300,13716.59826
-12.99,300,13717.846175
-12.99,300,13719.092758
-12.99,300,13720.336345
7.63,238,13721.543663
-12.99,300,13722.569882
-12.99,300,13723.819583
-12.99,300,13725.078885
-12.99,300,13726.337986
-12.99,300,13727.597974
-12.99,300,13728.861704
-12.99,300,13730.125997
-12.99,300,13731.390499
-12.99,300,13732.645807
-12.99,300,13733.877097
-12.99,300,13735.101521
-12.99,300,13736.327631
-12.99,300,13737.552335
-12.99,300,13738.787222
-12.99,300,13740.015509
-12.99,300,13745.714253
-12.99,300,13746.943921
-12.99,300,13748.168467
7.74,227,13749.353772
8.58,143,13750.228471
-12.99,300,13750.905445
-12.99,300,13752.13361
-12.99,300,13753.361702
-12.99,300,13754.591461
-12.99,300,13755.822267
-12.99,300,13757.05655
-12.99,300,13758.28921
-12.99,300,13759.522344
-12.99,300,13760.75649
-12.99,300,13761.981423
-12.99,300,13763.205337
-12.99,300,13764.428672
-12.99,300,13765.661604
-12.99,300,13766.910888
-12.99,300,13768.164351
-12.99,300,13769.425523
-12.99,300,13770.687532
-12.99,300,13771.947966
-12.99,300,13773.207875
-12.99,300,13774.474078
7.43,258,13775.71208
-12.99,300,13776.824107
-12.99,300,13778.09316
-12.99,300,13779.356392
-12.99,300,13780.61871
-12.99,300,13781.881381
-12.99,300,13783.142707
-12.99,300,13784.405605
-12.99,300,13785.671822
-12.99,300,13791.630624
-12.99,300,13792.899402
-12.99,300,13794.133824
-12.99,300,13795.359824
-12.99,300,13796.594311
-12.99,300,13797.839993
-12.99,300,13799.08546
-12.99,300,13800.328686
7.18,283,13801.563736
-12.99,300,13802.748006
-12.99,300,13803.992991
-12.99,300,13805.235956
-12.99,300,13806.480217
-12.99,300,13807.726045
-12.99,300,13808.975035
-12.99,300,13810.233086
-12.99,300,13811.494513
-12.99,300,13812.749016
-12.99,300,13813.984513
-12.99,300,13815.219254
-12.99,300,13816.448723
-12.99,300,13817.674014
-12.99,300,13818.901385
-12.99,300,13820.145858
-12.99,300,13821.413681
-12.99,300,13822.677598
-12.99,300,13823.940269
-12.99,300,13825.20429
-12.99,300,13826.460451
-12.99,300,13827.693497
-12.99,300,13828.923387
-12.99,300,13830.153093
-12.99,300,13831.381777
-12.99,300,13837.144218
-12.99,300,13838.374742
-12.99,300,13839.603534
-12.99,300,13840.836652
-12.99,300,13842.071075
-12.99,300,13843.301568
-12.99,300,13844.522415
-12.99,300,13845.75486
-12.99,300,13846.976134
-12.99,300,13848.199174
-12.99,300,13849.420323
-12.99,300,13850.644667
-12.99,300,13851.871107
-12.99,300,13853.095725
-12.99,300,13854.316085
-12.99,300,13855.565736
-12.99,300,13856.816233
-12.99,300,13858.065385
-12.99,300,13859.313119
-12.99,300,13860.558785
-12.99,300,13861.804676
-12.99,300,13863.047884
-12.99,300,13864.300111
-12.99,300,13865.545563
-12.99,300,13866.792122
-12.99,300,13868.037214
-12.99,300,13869.284721
-12.99,300,13870.536181
-12.99,300,13871.78299
-12.99,300,13873.026846
-12.99,300,13874.271316
-12.99,300,13875.520121
-12.99,300,13876.763054
-12.99,300,13878.005637
-12.99,300,13883.847452
-12.99,300,13885.095373
-12.99,300,13886.345668
-12.99,300,13887.598445
-12.99,300,13888.855232
7.31,270,13890.093777
-12.99,300,13891.244396
7.87,214,13892.444209
-12.99,300,13893.390702
-12.99,300,13894.641636
-12.99,300,13895.894409
-12.99,300,13897.147037
7.8,221,13898.345531
-12.99,300,13899.309845
-12.99,300,13900.551291
-12.99,300,13901.797831
-12.99,300,13903.046571
-12.99,300,13904.294135
-12.99,300,13905.556224
-12.99,300,13906.82549
-12.99,300,13908.096076
-12.99,300,13909.348376
-12.99,300,13910.581048
-12.99,300,13911.813847
-12.99,300,13913.043461
-12.99,300,13914.274566
-12.99,300,13915.534803
-12.99,300,13916.796601
-12.99,300,13918.022363
-12.99,300,13919.252243
-12.99,300,13920.475043
8.16,185,13921.63373
-12.99,300,13922.456349
-12.99,300,13923.683102
-12.99,300,13929.466383
-12.99,300,13930.69737
-12.99,300,13931.927034
-12.99,300,13933.151241
-12.99,300,13934.384281
-12.99,300,13935.637509
-12.99,300,13936.893043
-12.99,300,13938.114623
-12.99,300,13939.339293
-12.99,300,13940.616965
-12.99,300,13941.891767
-12.99,300,13943.150851
8.02,199,13944.348927
-12.99,300,13945.247034
-12.99,300,13946.509306
-12.99,300,13947.769974
8.31,170,13948.953211
-12.99,300,13949.746997
-12.99,300,13951.005678
-12.99,300,13952.26659
-12.99,300,13953.500649
-12.99,300,13954.724351
-12.99,300,13955.951964
-12.99,300,13957.18484
-12.99,300,13958.417805
-12.99,300,13959.644577
-12.99,300,13960.874824
-12.99,300,13962.117129
-12.99,300,13963.351797
-12.99,300,13964.582423
-12.99,300,13965.815688
-12.99,300,13967.07533
-12.99,300,13968.337845
-12.99,300,13969.602553
-12.99,300,13975.50236
-12.99,300,13976.752013
-12.99,300,13977.978877
-12.99,300,13979.203881
-12.99,300,13980.437264
-12.99,300,13981.668426
-12.99,300,13982.89547
-12.99,300,13984.118555
-12.99,300,13985.338165
-12.99,300,13986.559585
-12.99,300,13987.780325
-12.99,300,13989.008555
-12.99,300,13990.258095
-12.99,300,13991.503187
-12.99,300,13992.752103
-12.99,300,13994.010834
-12.99,300,13995.271645
8.2,181,13996.460006
-12.99,300,13997.296335
-12.99,300,13998.562639
-12.99,300,13999.829199
-12.99,300,14001.092318
-12.99,300,14002.351277
-12.99,300,14003.617408
-12.99,300,14004.88347
-12.99,300,14006.156672
-12.99,300,14007.424557
7.88,213,14008.636149
-12.99,300,14009.583704
-12.99,300,14010.845171
-12.99,300,14012.092882
-12.99,300,14013.316732
-12.99,300,14014.539235
-12.99,300,14015.765163
-12.99,300,14021.520006
-12.99,300,14022.751257
-12.99,300,14023.981005
-12.99,300,14025.210685
-12.99,300,14026.442003
-12.99,300,14027.671319
8.34,167,14028.823236
-12.99,300,14029.586033
-12.99,300,14030.813814
-12.99,300,14032.041649
-12.99,300,14033.277933
-12.99,300,14034.532521
-12.99,300,14035.803027
-12.99,300,14037.067419
-12.99,300,14038.33159
-12.99,300,14039.597235
-12.99,300,14040.864229
-12.99,300,14042.130805
-12.99,300,14043.403772
-12.99,300,14044.670191
-12.99,300,14045.929094
-12.99,300,14047.156842
-12.99,300,14048.393406
-12.99,300,14049.659003
7.52,249,14050.890835
-12.99,300,14051.967991
-12.99,300,14053.233318
-12.99,300,14054.490147
-12.99,300,14055.715855
-12.99,300,14056.942259
-12.99,300,14058.173356
-12.99,300,14059.404762
-12.99,300,14060.632292
-12.99,300,14061.859138
-12.99,300,14067.467613
-12.99,300,14068.700157
7.27,274,14069.916128
-12.99,300,14071.054574
-12.99,300,14072.291127
-12.99,300,14073.526244
-12.99,300,14074.759266
-12.99,300,14075.988327
-12.99,300,14077.219709
-12.99,300,14078.451881
-12.99,300,14079.684948
-12.99,300,14080.919086
-12.99,300,14082.154364
-12.99,300,14083.386805
-12.99,300,14084.616638
-12.99,300,14085.851244
-12.99,300,14087.082884
-12.99,300,14088.318294
-12.99,300,14089.551527
-12.99,300,14090.788814
-12.99,300,14092.041118
-12.99,300,14093.29465
-12.99,300,14094.545019
-12.99,300,14095.794958
-12.99,300,14097.046419
-12.99,300,14098.300004
7.1,291,14099.539418
-12.99,300,14100.757064
-12.99,300,14102.008693
-12.99,300,14103.265198
-12.99,300,14104.520558
-12.99,300,14105.771477
-12.99,300,14107.030308
-12.99,300,14108.297087
-12.99,300,14114.14448
-12.99,300,14115.386583
-12.99,300,14116.617794
-12.99,300,14117.848827
-12.99,300,14119.079921
8.26,175,14120.240765
-12.99,300,14121.031237
-12.99,300,14122.25817
-12.99,300,14123.484774
-12.99,300,14124.715966
-12.99,300,14125.942219
-12.99,300,14127.169514
-12.99,300,14128.398406
-12.99,300,14129.623029
-12.99,300,14130.845037
-12.99,300,14132.066294
-12.99,300,14133.291553
-12.99,300,14134.512973
-12.99,300,14135.736557
-12.99,300,14136.958928
-12.99,300,14138.180092
-12.99,300,14139.401529
-12.99,300,14140.619389
-12.99,300,14141.844626
-12.99,300,14143.066915
-12.99,300,14144.292704
-12.99,300,14145.529269
-12.99,300,14146.759449
-12.99,300,14147.986888
-12.99,300,14149.213285
-12.99,300,14150.445219
-12.99,300,14151.68002
-12.99,300,14152.910583
-12.99,300,14158.705924
-12.99,300,14159.950234
-12.99,300,14161.197345
8.82,119,14162.331815
8.16,185,14162.868036
-12.99,300,14163.704666
-12.99,300,14164.949554
8.73,128,14166.089145
-12.99,300,14166.724426
-12.99,300,14167.967317
-12.99,300,14169.217214
-12.99,300,14170.467177
-12.99,300,14171.713158
-12.99,300,14172.959748
-12.99,300,14174.22333
-12.99,300,14175.483707
-12.99,300,14176.714493
-12.99,300,14177.945632
-12.99,300,14179.174821
-12.99,300,14180.409006
-12.99,300,14181.657619
-12.99,300,14182.919686
-12.99,300,14184.178927
-12.99,300,14185.438505
-12.99,300,14186.69744
-12.99,300,14187.960196
-12.99,300,14189.225064
-12.99,300,14190.490399
-12.99,300,14191.755897
-12.99,300,14193.022268
-12.99,300,14194.282415
-12.99,300,14195.543348
-12.99,300,14196.804197
8.22,179,14197.99454
-12.99,300,14198.821642
-12.99,300,14200.085714
-12.99,300,14206.046895
-12.99,300,14207.314988
-12.99,300,14208.581296
-12.99,300,14209.838306
-12.99,300,14211.089371
-12.99,300,14212.34263
-12.99,300,14213.594539
-12.99,300,14214.820802
-12.99,300,14216.039887
-12.99,300,14217.264016
-12.99,300,14218.488226
-12.99,300,14219.709916
-12.99,300,14220.928404
-12.99,300,14222.174703
-12.99,300,14223.424839
-12.99,300,14224.674469
-12.99,300,14225.922515
-12.99,300,14227.167967
-12.99,300,14228.413741
-12.99,300,14229.658674
-12.99,300,14230.914908
-12.99,300,14232.177176
-12.99,300,14233.435593
-12.99,300,14234.697879
-12.99,300,14235.988189
8.71,130,14237.125622
-12.99,300,14237.761594
-12.99,300,14239.024392
-12.99,300,14240.290379
-12.99,300,14241.557351
-12.99,300,14242.800758
-12.99,300,14244.030554
-12.99,300,14245.260613
7.52,249,14246.474679
-12.99,300,14251.992695
-12.99,300,14253.221899
-12.99,300,14254.451645
-12.99,300,14255.68451
-12.99,300,14256.927814
-12.99,300,14258.174187
-12.99,300,14259.420432
-12.99,300,14260.677494
-12.99,300,14261.934909
-12.99,300,14263.196647
-12.99,300,14264.458917
-12.99,300,14265.720137
-12.99,300,14266.981932
-12.99,300,14268.245241
-12.99,300,14269.513014
-12.99,300,14270.783997
-12.99,300,14272.058633
-12.99,300,14273.327392
-12.99,300,14274.595273
-12.99,300,14275.843859
-12.99,300,14277.07445
-12.99,300,14278.307749
-12.99,300,14279.540682
-12.99,300,14280.770488
-12.99,300,14282.002581
-12.99,300,14283.233384
-12.99,300,14284.466743
-12.99,300,14285.698
-12.99,300,14286.926931
-12.99,300,14288.158068
-12.99,300,14289.391364
-12.99,300,14290.625203
-12.99,300,14291.854406
8.29,172,14293.004571
-12.99,300,14298.236989
-12.99,300,14299.469138
-12.99,300,14300.698439
-22.77,278,14301.911111
-12.99,300,14303.065395
-12.99,300,14304.289556
-12.99,300,14305.516521
-12.99,300,14306.74196
-12.99,300,14307.965448
-12.99,300,14309.188145
-12.99,300,14310.41675
-12.99,300,14311.637189
-12.99,300,14312.859746
-12.99,300,14314.087029
8.17,184,14315.24381
-12.99,300,14316.065831
-12.99,300,14317.296793
-12.99,300,14318.524545
-12.99,300,14319.748005
-12.99,300,14320.970218
-12.99,300,14322.198898
-12.99,300,14323.454439
-12.99,300,14324.713664
-12.99,300,14325.969781
-12.99,300,14327.230975
-12.99,300,14328.493233
-12.99,300,14329.753643
-12.99,300,14331.019938
-12.99,300,14332.27981
-12.99,300,14333.53926
-12.99,300,14334.80003
-12.99,300,14336.057607
-12.99,300,14337.317593
-12.99,300,14343.179617
-12.99,300,14344.425491
-12.99,300,14345.653049
-12.99,300,14346.879241
-12.99,300,14348.106128
-12.99,300,14349.32974
-12.99,300,14350.554358
-12.99,300,14351.774879
-12.99,300,14352.992603
7.66,235,14354.175815
-12.99,300,14355.169591
-12.99,300,14356.389942
-12.99,300,14357.613648
-12.99,300,14358.833397
-12.99,300,14360.063751
-12.99,300,14361.308911
-12.99,300,14362.554385
8.21,180,14363.727098
-12.99,300,14364.547929
-12.99,300,14365.81385
-12.99,300,14367.071714
-12.99,300,14368.332833
-12.99,300,14369.593974
-12.99,300,14370.853525
-12.99,300,14372.114584
-12.99,300,14373.3769
7.68,233,14374.599432
-12.99,300,14375.620867
-12.99,300,14376.891072
-12.99,300,14378.161125
-12.99,300,14379.427379
-12.99,300,14380.693401
-12.99,300,14381.962072
-12.99,300,14383.232567
-12.99,300,14384.470951
-12.99,300,14390.099272
-12.99,300,14391.327945
-12.99,300,14392.556195
-12.99,300,14393.782794
-12.99,300,14395.011028
-12.99,300,14396.239379
-12.99,300,14397.485184
-12.99,300,14398.733714
-12.99,300,14399.986264
-12.99,300,14401.23325
-12.99,300,14402.483402
-12.99,300,14403.739192
-12.99,300,14404.975926
-12.99,300,14406.202303
-12.99,300,14407.42875
-12.99,300,14408.650047
-12.99,300,14409.874693
-12.99,300,14411.10412
-12.99,300,14412.337205
-12.99,300,14413.567153
-12.99,300,14414.788983
-12.99,300,14416.018262
-12.99,300,14417.265136
-12.99,300,14418.519326
-12.99,300,14419.786025
-12.99,300,14421.05535
-12.99,300,14422.319538
-12.99,300,14423.57937
-12.99,300,14424.837781
7.37,264,14426.073833
-12.99,300,14427.205703
-12.99,300,14428.465643
-12.99,300,14429.72776
-12.99,300,14435.583744
-12.99,300,14436.855978
-12.99,300,14438.127933
-12.99,300,14439.400505
7.83,218,14440.620087
8.13,188,14441.525414
-12.99,300,14442.388876
-12.99,300,14443.658306
-12.99,300,14444.928326
-12.99,300,14446.194888
-12.99,300,14447.458491
-12.99,300,14448.720139
-12.99,300,14449.98325
-12.99,300,14451.244436
-12.99,300,14452.504198
-12.99,300,14453.765065
-12.99,300,14455.025183
-12.99,300,14456.269008
-12.99,300,14457.509171
-12.99,300,14458.74261
8.19,182,14459.906057
-12.99,300,14460.722431
7.41,260,14461.926964
-12.99,300,14463.008299
-12.99,300,14464.231722
-12.99,300,14465.469954
-12.99,300,14466.72962
-12.99,300,14467.989943
-12.99,300,14469.252594
-12.99,300,14470.520851
-12.99,300,14471.767332
-12.99,300,14472.997842
-12.99,300,14474.241229
-12.99,300,14475.504629
-12.99,300,14476.75071
8.06,195,14482.393239
-12.99,300,14483.262745
-12.99,300,14484.508961
-12.99,300,14485.753724
7.86,215,14486.947811
-12.99,300,14487.892343
-12.99,300,14489.137312
-12.99,300,14490.383364
-12.99,300,14491.630597
-12.99,300,14492.890063
-12.99,300,14494.173244
-12.99,300,14495.400107
-12.99,300,14496.628892
7.74,227,14497.812098
-12.99,300,14498.784679
-12.99,300,14500.012721
-12.99,300,14501.240962
9.12,89,14502.347804
-12.99,300,14502.841754
7.56,245,14504.040621
-12.99,300,14505.080298
-12.99,300,14506.313944
-12.99,300,14507.545826
-12.99,300,14508.796881
-12.99,300,14510.06146
-12.99,300,14511.330865
-12.99,300,14512.593087
-12.99,300,14513.852661
-12.99,300,14515.111841
-12.99,300,14516.372691
7.34,267,14517.620022
7.6,241,14518.733713
-12.99,300,14519.790082
-12.99,300,14521.031925
8.0,201,14522.204702
-12.99,300,14527.646437
-12.99,300,14528.879086
-12.99,300,14530.115712
-12.99,300,14531.350259
-12.99,300,14532.58218
-12.99,300,14533.811136
-12.99,300,14535.041337
-12.99,300,14536.335141
-12.99,300,14537.60178
-12.99,300,14538.871164
-12.99,300,14540.138196
8.26,175,14541.356709
-12.99,300,14542.172075
-12.99,300,14543.437385
-12.99,300,14544.70277
-12.99,300,14545.96698
-12.99,300,14547.228628
-12.99,300,14548.49588
-12.99,300,14549.733075
-12.99,300,14550.957822
-12.99,300,14552.177946
-12.99,300,14553.419138
-12.99,300,14554.664385
-12.99,300,14555.908316
-12.99,300,14557.154135
-12.99,300,14558.40551
-12.99,300,14559.655815
-12.99,300,14560.901631
-12.99,300,14562.150168
-12.99,300,14563.394335
-12.99,300,14564.637118
-12.99,300,14565.896918
-12.99,300,14567.161876
-12.99,300,14568.408298
-12.99,300,14573.998755
-12.99,300,14575.235431
-12.99,300,14576.461218
-12.99,300,14577.690625
-12.99,300,14578.916844
-12.99,300,14580.139995
-12.99,300,14581.36254
-12.99,300,14582.588383
-12.99,300,14583.809719
7.12,289,14585.029721
-12.99,300,14586.214157
-12.99,300,14587.440011
-12.99,300,14588.663523
7.54,247,14589.854073
-12.99,300,14590.893694
-12.99,300,14592.117414
-12.99,300,14593.343448
7.16,285,14594.562247
7.39,262,14595.712813
-12.99,300,14596.809417
-12.99,300,14598.040632
-12.99,300,14599.270426
-12.99,300,14600.501432
-12.99,300,14601.749814
-12.99,300,14603.004171
-12.99,300,14604.248837
-12.99,300,14605.49576
-12.99,300,14606.737878
-12.99,300,14607.979099
-12.99,300,14609.228642
-12.99,300,14610.472674
-12.99,300,14611.721343
-12.99,300,14612.97414
-12.99,300,14614.223022
-12.99,300,14620.030621
-12.99,300,14621.275008
-12.99,300,14622.531986
-12.99,300,14623.771093
-12.99,300,14624.991395
-12.99,300,14626.21135
-12.99,300,14627.437289
-12.99,300,14628.664073
-12.99,300,14629.890136
-12.99,300,14631.116774
-12.99,300,14632.34762
-12.99,300,14633.579843
-12.99,300,14634.811257
-12.99,300,14636.04683
-12.99,300,14637.291425
-12.99,300,14638.534238
-12.99,300,14639.787495
7.06,295,14641.051798
-12.99,300,14642.293071
-12.99,300,14643.553656
-12.99,300,14644.809507
-12.99,300,14646.053978
-12.99,300,14647.296505
-12.99,300,14648.546579
-12.99,300,14649.795505
-12.99,300,14651.043346
-12.99,300,14652.285962
-12.99,300,14653.530939
-12.99,300,14654.779441
-12.99,300,14656.023798
-12.99,300,14657.267835
-12.99,300,14658.517817
-12.99,300,14659.7692
-12.99,300,14665.463258
-12.99,300,14666.707059
-12.99,300,14667.953253
-12.99,300,14669.20369
-12.99,300,14670.461074
-12.99,300,14671.721254
-12.99,300,14672.95619
-12.99,300,14674.179979
-12.99,300,14675.403713
-12.99,300,14676.63746
7.14,287,14677.862676
-12.99,300,14679.043904
-12.99,300,14680.272022
-12.99,300,14681.495731
-12.99,300,14682.723109
-12.99,300,14683.945889
-12.99,300,14685.167333
-12.99,300,14686.393468
-12.99,300,14687.62073
-12.99,300,14688.843118
-12.99,300,14690.088898
-12.99,300,14691.347625
-12.99,300,14692.609375
-12.99,300,14693.874052
-12.99,300,14695.152558
-12.99,300,14696.414193
-12.99,300,14697.674514
-12.99,300,14698.940582
-12.99,300,14700.204087
-12.99,300,14701.473902
-12.99,300,14702.742258
-12.99,300,14704.008496
-12.99,300,14705.276008
-12.99,300,14711.194328
-12.99,300,14712.463755
-12.99,300,14713.728081
-12.99,300,14714.988722
-12.99,300,14716.23875
-12.99,300,14717.458653
-12.99,300,14718.683151
-12.99,300,14719.911063
7.62,239,14721.101954
-12.99,300,14722.11723
-12.99,300,14723.344066
-12.99,300,14724.572404
-12.99,300,14725.801529
8.8,121,14726.940373
-12.99,300,14727.548866
-12.99,300,14728.806075
-12.99,300,14730.074613
-12.99,300,14731.342433
-12.99,300,14732.605789
-12.99,300,14733.868136
-12.99,300,14735.126512
-12.99,300,14736.372952
-12.99,300,14737.595263
-12.99,300,14738.816666
-12.99,300,14740.036519
-12.99,300,14741.257918
-12.99,300,14742.478131
-12.99,300,14743.7006
-12.99,300,14744.929083
-12.99,300,14746.169217
-12.99,300,14747.414315
-12.99,300,14748.657251
-12.99,300,14749.902033
-12.99,300,14751.159765
-12.99,300,14752.412552
-12.99,300,14757.869838
-12.99,300,14759.095728
-12.99,300,14760.329702
-12.99,300,14761.565217
-12.99,300,14762.78932
-12.99,300,14764.012023
-12.99,300,14765.241471
-12.99,300,14766.462622
7.42,259,14767.657032
-12.99,300,14768.73761
-12.99,300,14769.988779
-12.99,300,14771.247808
-12.99,300,14772.507041
-12.99,300,14773.770136
-12.99,300,14775.028976
-12.99,300,14776.269344
-12.99,300,14777.49353
-12.99,300,14778.718786
-12.99,300,14779.947618
-12.99,300,14781.175002
-12.99,300,14782.396871
-12.99,300,14783.619422
-12.99,300,14784.846976
-12.99,300,14786.078611
-12.99,300,14787.306425
-12.99,300,14788.532092
-12.99,300,14789.752548
-12.99,300,14790.977229
-12.99,300,14792.206407
-12.99,300,14793.430586
-12.99,300,14794.649718
-12.99,300,14795.872295
-12.99,300,14797.096281
-12.99,300,14802.680688
-12.99,300,14803.913312
-12.99,300,14805.141801
-12.99,300,14806.36695
-12.99,300,14807.590062
-12.99,300,14808.818949
-12.99,300,14810.043297
